SKU,Item_Name,Category,Subcategory,Product_Name,Default_Unit,Default_Price,Taxable,Reorder_Point,Date_Added,Last_Updated,Status,Notes,Size,Item_Description,Wholesale_Cost,Retail_Markup,Retail_Price,Unit_Cost,Unit_Price,Last_Invoice_No,Last_Vendor,Last_Received_Date,Supplier_Barcode,QR_Code,QR_Image_Path
PLA-2CD5AA94,Plant,Plant,Plant,Plant,each,89.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,15 gal,Plant,40.0,,89.99,40.0,89.99,,Mountain Gardens,2025-12-26,,,
PLA-CF8FFD24,Plant,Plant,Plant,Plant,each,79.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,15gal,Plant,36.85,,79.99,36.85,79.99,,Mountain Gardens,2025-12-26,,,
PLA-49870226,Plant,Plant,Plant,Plant,each,89.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,15 gal,Plant,40.0,,89.99,40.0,89.99,,Mountain Gardens,2025-12-26,,,
PLA-F1F73100,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,16.2,,39.99,16.2,39.99,,Mountain Gardens,2025-12-26,,,
PLA-3E9DB4FE,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,14.4,,34.99,14.4,34.99,,Mountain Gardens,2025-12-26,,,
PLA-9AE5B64F,Plant,Plant,Plant,Plant,each,44.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,18.9,,44.99,18.9,44.99,,Mountain Gardens,2025-12-26,,,
PLA-38025E16,Plant,Plant,Plant,Plant,each,59.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,7 gal,Plant,13.0,,59.99,13.0,59.99,,Mountain Gardens,2025-12-26,,,
PLA-83A51EA7,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,14.4,,39.99,14.4,39.99,,Mountain Gardens,2025-12-26,,,
PLA-7F8A122B,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,12.95,,29.99,12.95,29.99,,Mountain Gardens,2025-12-26,,,
PLA-0C51F29D,Plant,Plant,Plant,Plant,each,25.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,,,25.99,,25.99,,Mountain Gardens,2025-12-26,,,
PLA-5F962DFC,Plant,Plant,Plant,Plant,each,59.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,7 gal,Plant,,,59.99,,59.99,,Mountain Gardens,2025-12-26,,,
PLA-68CC934C,Plant,Plant,Plant,Plant,each,59.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,7 gal,Plant,,,59.99,,59.99,,Mountain Gardens,2025-12-26,,,
PLA-D3EFE02F,Plant,Plant,Plant,Plant,each,99.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,15gal,Plant,46.5,,99.99,46.5,99.99,,Mountain Gardens,2025-12-26,,,
PLA-8BDB5E60,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,14.4,,39.99,14.4,39.99,,Mountain Gardens,2025-12-26,,,
PLA-9818C745,plant,Plant,Plant,plant,each,29.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,,plant,13.26,,29.99,13.26,29.99,,Mountain Gardens,2025-12-26,,,
PLA-FBB9872B,Plant,Plant,Plant,Plant,each,24.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,8.95,,24.99,8.95,24.99,,Mountain Gardens,2025-12-26,,,
PLA-27D3195D,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.25,,9.99,4.25,9.99,,Mountain Gardens,2025-12-26,,,
PLA-3AE51481,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,14.0,,34.99,14.0,34.99,,Mountain Gardens,2025-12-26,,,
PLA-E8FEFD14,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,15.95,,39.99,15.95,39.99,,Mountain Gardens,2025-12-26,,,
PLA-031798DF,Plant,Plant,Plant,Plant,each,49.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,21.05,,49.99,21.05,49.99,,Mountain Gardens,2025-12-26,,,
PLA-70D66147,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,16.95,,39.99,16.95,39.99,,Mountain Gardens,2025-12-26,,,
PLA-BB1B3BAA,Plant,Plant,Plant,Plant,each,119.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,15gal,Plant,53.0,,119.99,53.0,119.99,,Mountain Gardens,2025-12-26,,,
PLA-DEDC5ED2,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,16.5,,39.99,16.5,39.99,,Mountain Gardens,2025-12-26,,,
PLA-5215EC76,Plant,Plant,Plant,Plant,each,49.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,"18""",Plant,20.2,,49.99,20.2,49.99,,Mountain Gardens,2025-12-26,,,
PLA-61170276,Plant,Plant,Plant,Plant,each,24.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,10.0,,24.99,10.0,24.99,,Mountain Gardens,2025-12-26,,,
PLA-804340C7,Plant,Plant,Plant,Plant,each,89.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,20 gal,Plant,34.55,,89.99,34.55,89.99,,Mountain Gardens,2025-12-26,,,
PLA-E68B6A1A,plant,Plant,Plant,plant,each,44.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,2 gal,plant,19.25,,44.99,19.25,44.99,,Mountain Gardens,2025-12-26,,,
PLA-B5F17CB6,Plant,Plant,Plant,Plant,each,24.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,8.25,,24.99,8.25,24.99,,Mountain Gardens,2025-12-26,,,
PLA-0D08A1BE,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,14.95,,34.99,14.95,34.99,,Mountain Gardens,2025-12-26,,,
PLA-6B310D38,plant,Plant,Plant,plant,each,3.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,,plant,1.25,,3.99,1.25,3.99,,Mountain Gardens,2025-12-26,,,
PLA-0D99E915,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,5.1,,14.99,5.1,14.99,,Mountain Gardens,2025-12-26,,,
PLA-EB2ECD58,Plant,Plant,Plant,Plant,each,24.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,2 gal,Plant,8.75,,24.99,8.75,24.99,,Mountain Gardens,2025-12-26,,,
PLA-BE0B1FA8,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,5.0,,14.99,5.0,14.99,,Mountain Gardens,2025-12-26,,,
PLA-CCEADC0A,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.29,,9.99,4.29,9.99,,Mountain Gardens,2025-12-26,,,
PLA-787D7D27,Plant,Plant,Plant,Plant,each,99.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,15gal,Plant,11.0,,99.99,11.0,99.99,,Mountain Gardens,2025-12-26,,,
PLA-81A39C53,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,3.65,,9.99,3.65,9.99,,Mountain Gardens,2025-12-26,,,
PLA-80A81616,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,17.5,,39.99,17.5,39.99,,Mountain Gardens,2025-12-26,,,
PLA-8D437B2D,Plant,Plant,Plant,Plant,each,19.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,6.45,,19.99,6.45,19.99,,Mountain Gardens,2025-12-26,,,
PLA-6C973D1F,Plant,Plant,Plant,Plant,each,109.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,50.0,,109.99,50.0,109.99,,Mountain Gardens,2025-12-26,,,
PLA-893425B6,plant,Plant,Plant,plant,each,79.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,,plant,30.34,,79.99,30.34,79.99,,Mountain Gardens,2025-12-26,,,
PLA-6DC1DAAB,plant,Plant,Plant,plant,each,159.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,,plant,39.0,,159.99,39.0,159.99,,Mountain Gardens,2025-12-26,,,
PLA-57F3EFB7,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.95,,14.99,4.95,14.99,,Mountain Gardens,2025-12-26,,,
PLA-E44BB06A,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.7,,14.99,4.7,14.99,,Mountain Gardens,2025-12-26,,,
PLA-551CE343,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,5.09,,14.99,5.09,14.99,,Mountain Gardens,2025-12-26,,,
PLA-CC20DE03,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.6,,14.99,4.6,14.99,,Mountain Gardens,2025-12-26,,,
PLA-EFA28820,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,3.75,,9.99,3.75,9.99,,Mountain Gardens,2025-12-26,,,
PLA-73513AA3,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.45,,9.99,4.45,9.99,,Mountain Gardens,2025-12-26,,,
PLA-0B2C1B84,Plant,Plant,Plant,Plant,each,8.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,,,8.99,,8.99,,Mountain Gardens,2025-12-26,,,
PLA-107D9DE8,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,12.95,,29.99,12.95,29.99,,Mountain Gardens,2025-12-26,,,
PLA-5C6B5E22,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,5.95,,14.99,5.95,14.99,,Mountain Gardens,2025-12-26,,,
PLA-319753B0,plant,Plant,Plant,plant,each,9.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,plant,3.95,,9.99,3.95,9.99,,Mountain Gardens,2025-12-26,,,
PLA-E70DF4DA,plant,Plant,Plant,plant,each,9.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,plant,3.95,,9.99,3.95,9.99,,Mountain Gardens,2025-12-26,,,
PLA-8A40E45A,plant,Plant,Plant,plant,each,24.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,,plant,9.0,,24.99,9.0,24.99,,Mountain Gardens,2025-12-26,,,
PLA-21FDF6A5,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.6,,14.99,4.6,14.99,,Mountain Gardens,2025-12-26,,,
PLA-417BEB84,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,10.85,,34.99,10.85,34.99,,Mountain Gardens,2025-12-26,,,
PLA-1A8F34C0,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,3.8,,9.99,3.8,9.99,,Mountain Gardens,2025-12-26,,,
PLA-D350366C,Plant,Plant,Plant,Plant,each,25.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,,,25.99,,25.99,,Mountain Gardens,2025-12-26,,,
PLA-3315E55D,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,2.93,,9.99,2.93,9.99,,Mountain Gardens,2025-12-26,,,
PLA-04F36E16,Plant,Plant,Plant,Plant,each,24.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,8.8,,24.99,8.8,24.99,,Mountain Gardens,2025-12-26,,,
PLA-063CE9F7,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,12.5,,29.99,12.5,29.99,,Mountain Gardens,2025-12-26,,,
PLA-21BAC6D0,Plant,Plant,Plant,Plant,each,19.99,Y,5,2025-12-26 20:32:02,2025-12-26 20:32:02,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,7.95,,19.99,7.95,19.99,,Mountain Gardens,2025-12-26,,,
PLA-4F32E410,Plant,Plant,Plant,Plant,each,19.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,7.4,,19.99,7.4,19.99,,Mountain Gardens,2025-12-26,,,
PLA-EF6E766D,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,5.75,,14.99,5.75,14.99,,Mountain Gardens,2025-12-26,,,
PLA-0A9F3BEB,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,5.35,,14.99,5.35,14.99,,Mountain Gardens,2025-12-26,,,
PLA-1D080A78,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,13.1,,29.99,13.1,29.99,,Mountain Gardens,2025-12-26,,,
PLA-0817D925,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,5.35,,14.99,5.35,14.99,,Mountain Gardens,2025-12-26,,,
PLA-0BB17AAA,Plant,Plant,Plant,Plant,each,19.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,2gal,Plant,6.5,,19.99,6.5,19.99,,Mountain Gardens,2025-12-26,,,
PLA-268CDD3A,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,2gal,Plant,9.99,,29.99,9.99,29.99,,Mountain Gardens,2025-12-26,,,
PLA-50484F0C,Plant,Plant,Plant,Plant,each,19.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,6.25,,19.99,6.25,19.99,,Mountain Gardens,2025-12-26,,,
PLA-7BAEAF31,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,11.6,,29.99,11.6,29.99,,Mountain Gardens,2025-12-26,,,
PLA-AE7E7DB4,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,16.95,,39.99,16.95,39.99,,Mountain Gardens,2025-12-26,,,
PLA-880D916D,Plant,Plant,Plant,Plant,each,24.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,10.5,,24.99,10.5,24.99,,Mountain Gardens,2025-12-26,,,
PLA-88FC812D,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,13.5,,29.99,13.5,29.99,,Mountain Gardens,2025-12-26,,,
PLA-155167D5,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,3.65,,9.99,3.65,9.99,,Mountain Gardens,2025-12-26,,,
PLA-84A0F8E6,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,12.85,,29.99,12.85,29.99,,Mountain Gardens,2025-12-26,,,
PLA-BA78AD6D,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,5.95,,14.99,5.95,14.99,,Mountain Gardens,2025-12-26,,,
PLA-D7095F78,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.25,,9.99,4.25,9.99,,Mountain Gardens,2025-12-26,,,
PLA-F24EC2DB,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.3,,9.99,4.3,9.99,,Mountain Gardens,2025-12-26,,,
PLA-D1DBA4AA,Plant,Plant,Plant,Plant,each,49.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,2 gal,Plant,13.95,,49.99,13.95,49.99,,Mountain Gardens,2025-12-26,,,
PLA-8C1625BD,Plant,Plant,Plant,Plant,each,269.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,25 gal,Plant,122.9,,269.99,122.9,269.99,,Mountain Gardens,2025-12-26,,,
PLA-6478C70E,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.7,,14.99,4.7,14.99,,Mountain Gardens,2025-12-26,,,
PLA-1068B2D7,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,13.0,,34.99,13.0,34.99,,Mountain Gardens,2025-12-26,,,
PLA-58502E95,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,5gal,Plant,15.0,,34.99,15.0,34.99,,Mountain Gardens,2025-12-26,,,
PLA-9B6359BF,Plant,Plant,Plant,Plant,each,32.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,,,32.99,,32.99,,Mountain Gardens,2025-12-26,,,
PLA-809AB55C,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,16.0,,39.99,16.0,39.99,,Mountain Gardens,2025-12-26,,,
PLA-360309B5,Plant,Plant,Plant,Plant,each,19.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,7.09,,19.99,7.09,19.99,,Mountain Gardens,2025-12-26,,,
PLA-CE1E77CA,Plant,Plant,Plant,Plant,each,24.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,9.1,,24.99,9.1,24.99,,Mountain Gardens,2025-12-26,,,
PLA-34F40A2E,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,12.5,,34.99,12.5,34.99,,Mountain Gardens,2025-12-26,,,
PLA-EFA10894,Plant,Plant,Plant,Plant,each,79.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,15 gal,Plant,9.1,,79.99,9.1,79.99,,Mountain Gardens,2025-12-26,,,
PLA-087D55EE,Plant,Plant,Plant,Plant,each,59.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,,,59.99,,59.99,,Mountain Gardens,2025-12-26,,,
PLA-FA118816,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.2,,9.99,4.2,9.99,,Mountain Gardens,2025-12-26,,,
PLA-DFA68DEA,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,16.0,,39.99,16.0,39.99,,Mountain Gardens,2025-12-26,,,
PLA-C604B397,Plant,Plant,Plant,Plant,each,19.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,6.4,,19.99,6.4,19.99,,Mountain Gardens,2025-12-26,,,
PLA-378646E9,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.9,,14.99,4.9,14.99,,Mountain Gardens,2025-12-26,,,
PLA-AD13F17D,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,2 gal,Plant,10.8,,29.99,10.8,29.99,,Mountain Gardens,2025-12-26,,,
PLA-6EC8B876,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,3.75,,9.99,3.75,9.99,,Mountain Gardens,2025-12-26,,,
PLA-34E4CB51,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,2 gal,Plant,12.65,,29.99,12.65,29.99,,Mountain Gardens,2025-12-26,,,
PLA-7BDD47BB,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,4.4,,9.99,4.4,9.99,,Mountain Gardens,2025-12-26,,,
PLA-D03F4C01,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,4.39,,14.99,4.39,14.99,,Mountain Gardens,2025-12-26,,,
PLA-C42C8D59,Plant,Plant,Plant,Plant,each,8.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,3.28,,8.99,3.28,8.99,,Mountain Gardens,2025-12-26,,,
PLA-C883E713,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:03,2025-12-26 20:32:03,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,3.75,,9.99,3.75,9.99,,Mountain Gardens,2025-12-26,,,
