SKU,Item_Name,Category,Subcategory,Product_Name,Default_Unit,Default_Price,Taxable,Reorder_Point,Date_Added,Last_Updated,Status,Notes,Size,Item_Description,Wholesale_Cost,Retail_Markup,Retail_Price,Unit_Cost,Unit_Price,Last_Invoice_No,Last_Vendor,Last_Received_Date,Supplier_Barcode,QR_Code,QR_Image_Path
PLA-6F29EBA0,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:31:59,2025-12-26 20:31:59,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,4.15,,9.99,4.15,9.99,,Mountain Gardens,2025-12-26,,,
PLA-DD7056D7,Plant,Plant,Plant,Plant,each,99.99,Y,5,2025-12-26 20:31:59,2025-12-26 20:31:59,Active,Imported from mountain_gardens_premium_import_final.csv,15gal,Plant,50.0,,99.99,50.0,99.99,,Mountain Gardens,2025-12-26,,,
PLA-A4814D64,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:31:59,2025-12-26 20:31:59,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,14.0,,34.99,14.0,34.99,,Mountain Gardens,2025-12-26,,,
PLA-08435327,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:59,2025-12-26 20:31:59,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,5.36,,14.99,5.36,14.99,,Mountain Gardens,2025-12-26,,,
PLA-A11161C3,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,8.76,,34.99,8.76,34.99,,Mountain Gardens,2025-12-26,,,
PLA-F1E25579,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,4.15,,14.99,4.15,14.99,,Mountain Gardens,2025-12-26,,,
PLA-C7BFA570,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,1.34,,14.99,1.34,14.99,,Mountain Gardens,2025-12-26,,,
PLA-C92538CB,Plant,Plant,Plant,Plant,each,8.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,"2""",Plant,3.08,,8.99,3.08,8.99,,Mountain Gardens,2025-12-26,,,
PLA-1A16174F,Plant,Plant,Plant,Plant,each,8.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,"4""",Plant,2.34,,8.99,2.34,8.99,,Mountain Gardens,2025-12-26,,,
PLA-6E673182,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,13.25,,34.99,13.25,34.99,,Mountain Gardens,2025-12-26,,,
PLA-B3ED8E57,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,14.6,,34.99,14.6,34.99,,Mountain Gardens,2025-12-26,,,
PLA-A07A2D4C,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,2.72,,9.99,2.72,9.99,,Mountain Gardens,2025-12-26,,,
PLA-A078BAE5,Plant,Plant,Plant,Plant,each,49.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,19.95,,49.99,19.95,49.99,,Mountain Gardens,2025-12-26,,,
PLA-91797C2D,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,8.5,,34.99,8.5,34.99,,Mountain Gardens,2025-12-26,,,
PLA-C57C360D,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,15.5,,34.99,15.5,34.99,,Mountain Gardens,2025-12-26,,,
PLA-BEDDA3BB,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,16.73,,39.99,16.73,39.99,,Mountain Gardens,2025-12-26,,,
PLA-CAC5F6EB,Plant,Plant,Plant,Plant,each,19.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,6.45,,19.99,6.45,19.99,,Mountain Gardens,2025-12-26,,,
PLA-6860B401,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,16.95,,39.99,16.95,39.99,,Mountain Gardens,2025-12-26,,,
PLA-C3BC5E0C,Plant,Plant,Plant,Plant,each,44.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,18.95,,44.99,18.95,44.99,,Mountain Gardens,2025-12-26,,,
PLA-208A5DAD,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,5.95,,14.99,5.95,14.99,,Mountain Gardens,2025-12-26,,,
PLA-5D7D02A9,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,17.68,,39.99,17.68,39.99,,Mountain Gardens,2025-12-26,,,
PLA-11EAB8C3,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,3.71,,9.99,3.71,9.99,,Mountain Gardens,2025-12-26,,,
PLA-8C693065,Plant,Plant,Plant,Plant,each,24.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,2 gal,Plant,8.5,,24.99,8.5,24.99,,Mountain Gardens,2025-12-26,,,
PLA-09C33B34,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.25,,9.99,4.25,9.99,,Mountain Gardens,2025-12-26,,,
PLA-FCB77D21,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.6,,14.99,4.6,14.99,,Mountain Gardens,2025-12-26,,,
PLA-F8F970E2,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,4.45,,9.99,4.45,9.99,,Mountain Gardens,2025-12-26,,,
PLA-37DAEBBA,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.45,,9.99,4.45,9.99,,Mountain Gardens,2025-12-26,,,
PLA-1CDA11C6,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.45,,9.99,4.45,9.99,,Mountain Gardens,2025-12-26,,,
PLA-83D20DD6,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,14.95,,34.99,14.95,34.99,,Mountain Gardens,2025-12-26,,,
PLA-0A5680FA,Plant,Plant,Plant,Plant,each,169.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,10 gal,Plant,53.0,,169.99,53.0,169.99,,Mountain Gardens,2025-12-26,,,
PLA-241B440E,Plant,Plant,Plant,Plant,each,359.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,25 gal,Plant,140.0,,359.99,140.0,359.99,,Mountain Gardens,2025-12-26,,,
PLA-3C045D32,Plant,Plant,Plant,Plant,each,199.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,15gal,Plant,100.0,,199.99,100.0,199.99,,Mountain Gardens,2025-12-26,,,
PLA-3A6ACDAE,Plant,Plant,Plant,Plant,each,19.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,6.25,,19.99,6.25,19.99,,Mountain Gardens,2025-12-26,,,
PLA-74B24C9B,Plant,Plant,Plant,Plant,each,129.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,47.5,,129.99,47.5,129.99,,Mountain Gardens,2025-12-26,,,
PLA-B632BE61,Plant,Plant,Plant,Plant,each,159.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,73.0,,159.99,73.0,159.99,,Mountain Gardens,2025-12-26,,,
PLA-2716A8B8,Plant,Plant,Plant,Plant,each,89.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,7gal,Plant,10.0,,89.99,10.0,89.99,,Mountain Gardens,2025-12-26,,,
PLA-8076C418,Plant,Plant,Plant,Plant,each,199.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,71.0,,199.99,71.0,199.99,,Mountain Gardens,2025-12-26,,,
PLA-D568A113,Plant,Plant,Plant,Plant,each,199.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,10 gal,Plant,,,199.99,,199.99,,Mountain Gardens,2025-12-26,,,
PLA-85D84075,Plant,Plant,Plant,Plant,each,19.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,7.5,,19.99,7.5,19.99,,Mountain Gardens,2025-12-26,,,
PLA-A6FA35E1,Plant,Plant,Plant,Plant,each,189.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,15 gal,Plant,65.0,,189.99,65.0,189.99,,Mountain Gardens,2025-12-26,,,
PLA-C8A8A9A1,Plant,Plant,Plant,Plant,each,59.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,23.1,,59.99,23.1,59.99,,Mountain Gardens,2025-12-26,,,
PLA-002B40C3,Plant,Plant,Plant,Plant,each,99.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,7 gal,Plant,43.2,,99.99,43.2,99.99,,Mountain Gardens,2025-12-26,,,
PLA-B61414FE,Plant,Plant,Plant,Plant,each,129.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,15 gal,Plant,39.99,,129.99,39.99,129.99,,Mountain Gardens,2025-12-26,,,
PLA-2F9C46EC,Plant,Plant,Plant,Plant,each,49.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,"4""",Plant,21.35,,49.99,21.35,49.99,,Mountain Gardens,2025-12-26,,,
PLA-A539F93D,Plant,Plant,Plant,Plant,each,49.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,"4""",Plant,19.4,,49.99,19.4,49.99,,Mountain Gardens,2025-12-26,,,
PLA-CDB8EDD7,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,"4""",Plant,15.0,,39.99,15.0,39.99,,Mountain Gardens,2025-12-26,,,
PLA-F159B5CD,Plant,Plant,Plant,Plant,each,44.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,18.0,,44.99,18.0,44.99,,Mountain Gardens,2025-12-26,,,
PLA-AD588D12,Plant,Plant,Plant,Plant,each,99.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,10 gal,Plant,20.0,,99.99,20.0,99.99,,Mountain Gardens,2025-12-26,,,
PLA-AEB33B00,Plant,Plant,Plant,Plant,each,69.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,"2""",Plant,29.9,,69.99,29.9,69.99,,Mountain Gardens,2025-12-26,,,
PLA-1F5254ED,Plant,Plant,Plant,Plant,each,59.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,32.0,,59.99,32.0,59.99,,Mountain Gardens,2025-12-26,,,
PLA-5EBCBB71,Plant,Plant,Plant,Plant,each,49.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,19.4,,49.99,19.4,49.99,,Mountain Gardens,2025-12-26,,,
PLA-831578A0,Plant,Plant,Plant,Plant,each,129.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,"2""",Plant,60.0,,129.99,60.0,129.99,,Mountain Gardens,2025-12-26,,,
PLA-76F3EFFC,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,"8""",Plant,9.95,,34.99,9.95,34.99,,Mountain Gardens,2025-12-26,,,
PLA-25AA854A,Plant,Plant,Plant,Plant,each,69.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,28.8,,69.99,28.8,69.99,,Mountain Gardens,2025-12-26,,,
PLA-D41E2B48,Plant,Plant,Plant,Plant,each,49.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,"1""",Plant,17.65,,49.99,17.65,49.99,,Mountain Gardens,2025-12-26,,,
PLA-2251348C,Plant,Plant,Plant,Plant,each,139.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,15 gal,Plant,60.0,,139.99,60.0,139.99,,Mountain Gardens,2025-12-26,,,
PLA-8BF106D6,Plant,Plant,Plant,Plant,each,119.99,Y,5,2025-12-26 20:32:00,2025-12-26 20:32:00,Active,Imported from mountain_gardens_premium_import_final.csv,15 gal,Plant,53.0,,119.99,53.0,119.99,,Mountain Gardens,2025-12-26,,,
PLA-C2C98D1E,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,17.5,,39.99,17.5,39.99,,Mountain Gardens,2025-12-26,,,
PLA-7FEECD7C,Plant,Plant,Plant,Plant,each,119.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,15 gal,Plant,17.0,,119.99,17.0,119.99,,Mountain Gardens,2025-12-26,,,
PLA-0EF2323D,Plant,Plant,Plant,Plant,each,179.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,20 gal,Plant,17.0,,179.99,17.0,179.99,,Mountain Gardens,2025-12-26,,,
PLA-3004383C,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,14.0,,34.99,14.0,34.99,,Mountain Gardens,2025-12-26,,,
PLA-62D3732D,Plant,Plant,Plant,Plant,each,59.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,"1""",Plant,23.8,,59.99,23.8,59.99,,Mountain Gardens,2025-12-26,,,
PLA-A9004991,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,14.0,,34.99,14.0,34.99,,Mountain Gardens,2025-12-26,,,
PLA-DB3754C3,Plant,Plant,Plant,Plant,each,59.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,"1""",Plant,19.3,,59.99,19.3,59.99,,Mountain Gardens,2025-12-26,,,
PLA-2B5066C8,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,14.95,,34.99,14.95,34.99,,Mountain Gardens,2025-12-26,,,
PLA-C292F73A,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,17.0,,39.99,17.0,39.99,,Mountain Gardens,2025-12-26,,,
PLA-D4733A0A,plant,Plant,Plant,plant,each,14.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,plant,4.75,,14.99,4.75,14.99,,Mountain Gardens,2025-12-26,,,
PLA-A7A74B28,plant,Plant,Plant,plant,each,39.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,,plant,15.88,,39.99,15.88,39.99,,Mountain Gardens,2025-12-26,,,
PLA-9C6BFCF1,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,13.95,,34.99,13.95,34.99,,Mountain Gardens,2025-12-26,,,
PLA-E4467318,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,3.95,,9.99,3.95,9.99,,Mountain Gardens,2025-12-26,,,
PLA-477E97DE,Plant,Plant,Plant,Plant,each,59.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,24.0,,59.99,24.0,59.99,,Mountain Gardens,2025-12-26,,,
PLA-BC8350CB,Plant,Plant,Plant,Plant,each,10.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,,,10.99,,10.99,,Mountain Gardens,2025-12-26,,,
PLA-6B53CD3C,Plant,Plant,Plant,Plant,each,44.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,18.5,,44.99,18.5,44.99,,Mountain Gardens,2025-12-26,,,
PLA-FAE87204,Plant,Plant,Plant,Plant,each,19.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,,,19.99,,19.99,,Mountain Gardens,2025-12-26,,,
PLA-32B8F075,Plant,Plant,Plant,Plant,each,44.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,18.95,,44.99,18.95,44.99,,Mountain Gardens,2025-12-26,,,
PLA-F6ED8BC0,Plant,Plant,Plant,Plant,each,44.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,18.5,,44.99,18.5,44.99,,Mountain Gardens,2025-12-26,,,
PLA-2A94B10F,Plant,Plant,Plant,Plant,each,44.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,18.5,,44.99,18.5,44.99,,Mountain Gardens,2025-12-26,,,
PLA-580EABB6,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,16.75,,39.99,16.75,39.99,,Mountain Gardens,2025-12-26,,,
PLA-6147CB01,Plant,Plant,Plant,Plant,each,59.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,24.0,,59.99,24.0,59.99,,Mountain Gardens,2025-12-26,,,
PLA-869EFAA5,Plant,Plant,Plant,Plant,each,44.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,18.95,,44.99,18.95,44.99,,Mountain Gardens,2025-12-26,,,
PLA-6AC9C3F3,Plant,Plant,Plant,Plant,each,19.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,,,19.99,,19.99,,Mountain Gardens,2025-12-26,,,
PLA-587F6270,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,3.45,,9.99,3.45,9.99,,Mountain Gardens,2025-12-26,,,
PLA-BAB2A273,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,5.02,,14.99,5.02,14.99,,Mountain Gardens,2025-12-26,,,
PLA-4347575E,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,3.45,,9.99,3.45,9.99,,Mountain Gardens,2025-12-26,,,
PLA-21EE4DE4,Plant,Plant,Plant,Plant,each,24.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,11.0,,24.99,11.0,24.99,,Mountain Gardens,2025-12-26,,,
PLA-BDEC8A11,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,3.95,,9.99,3.95,9.99,,Mountain Gardens,2025-12-26,,,
PLA-DCDFFB20,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.35,,9.99,4.35,9.99,,Mountain Gardens,2025-12-26,,,
PLA-D4C0DE6A,Plant,Plant,Plant,Plant,each,8.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,3.1,,8.99,3.1,8.99,,Mountain Gardens,2025-12-26,,,
PLA-7F3B31C8,Plant,Plant,Plant,Plant,each,24.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,10.5,,24.99,10.5,24.99,,Mountain Gardens,2025-12-26,,,
PLA-F5E336F6,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.8,,14.99,4.8,14.99,,Mountain Gardens,2025-12-26,,,
PLA-8F9F6902,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,12.5,,29.99,12.5,29.99,,Mountain Gardens,2025-12-26,,,
PLA-EA1FE046,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,2 gal,Plant,9.99,,29.99,9.99,29.99,,Mountain Gardens,2025-12-26,,,
PLA-88112111,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,13.0,,29.99,13.0,29.99,,Mountain Gardens,2025-12-26,,,
PLA-EA4D53B8,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,"4""",Plant,13.2,,39.99,13.2,39.99,,Mountain Gardens,2025-12-26,,,
PLA-1D25DD18,Plant,Plant,Plant,Plant,each,89.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,15 gal,Plant,12.9,,89.99,12.9,89.99,,Mountain Gardens,2025-12-26,,,
PLA-C613EEC8,Plant,Plant,Plant,Plant,each,69.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,7 gal,Plant,,,69.99,,69.99,,Mountain Gardens,2025-12-26,,,
PLA-609379E4,Plant,Plant,Plant,Plant,each,59.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,23.0,,59.99,23.0,59.99,,Mountain Gardens,2025-12-26,,,
PLA-A3DC9511,Plant,Plant,Plant,Plant,each,59.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,7 gal,Plant,,,59.99,,59.99,,Mountain Gardens,2025-12-26,,,
PLA-69DC6CD4,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,"8""",Plant,11.75,,39.99,11.75,39.99,,Mountain Gardens,2025-12-26,,,
PLA-848BE338,Plant,Plant,Plant,Plant,each,119.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,15 gal,Plant,52.5,,119.99,52.5,119.99,,Mountain Gardens,2025-12-26,,,
PLA-C676C6B9,Plant,Plant,Plant,Plant,each,69.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,23.0,,69.99,23.0,69.99,,Mountain Gardens,2025-12-26,,,
PLA-B8213F75,Plant,Plant,Plant,Plant,each,119.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,7 gal,Plant,36.5,,119.99,36.5,119.99,,Mountain Gardens,2025-12-26,,,
PLA-3DA34A1A,Plant,Plant,Plant,Plant,each,79.99,Y,5,2025-12-26 20:32:01,2025-12-26 20:32:01,Active,Imported from mountain_gardens_premium_import_final.csv,15 gal,Plant,,,79.99,,79.99,,Mountain Gardens,2025-12-26,,,
